JP07a,JP08a,BS04fb,JP05a,BS04fc,JP05b,JP07a_GL03_01,JP07a_GL03_03,GL05c_01,GE23c_01,GE09eR_01,JP08a_GL04_03,JP06e_GE24_01,JP06e_GE24_02,JP05a_01,JP05a_02,JP05a_03,GE05ku_01,GE05kw_01,JP02j_BS09_01,JP02j_BS09_02,JP06f_GE24_01,JP06f_GE24_02,JP05b_01,JP05b_02,JP05b_03,GE05kz_01,GE05kB_01,JP02k_BS09_01,JP02k_BS09_02,BS04fb_01,BS04fb_02,BS04fb_03,BS04fc_01,BS04fc_02,BS04fc_03
2727,27.0,,,,1.0,,,,,,,,,,,,,,,,,,2,Resident Tax,sub-account,,,,,,,,,,
2727,27.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2727,28.0,,,,,,,,,,March Salary Others 4000 Osaka Branch,,,,,,,,,,10B100690,Deposits received,,,,16710.0,0.0,O,Exempt,,,,,,
2727,28.0,,,,1.0,,,,,,,,,,,,,,,,,,3,Withholding Tax,sub-account,,,,,,,,,,
2727,28.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2727,29.0,,,,,,,,,,March Salary Others 4000 Osaka Branch,,,,,,,,,,10B100690,Deposits received,,,,13570.0,0.0,O,Exempt,,,,,,
2727,29.0,,,,1.0,,,,,,,,,,,,,,,,,,4,Savings & Insurance,sub-account,,,,,,,,,,
2727,29.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2727,30.0,,,,,,,,,,March Salary Others 4000 Osaka Branch,,,,,,,,,,10B100690,Deposits received,,,,18952.0,0.0,O,Exempt,,,,,,
2727,30.0,,,,1.0,,,,,,,,,,,,,,,,,,9,Others,sub-account,,,,,,,,,,
2727,30.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2727,31.0,,,,,,,,,,March Salary Others 5000 Kyushu Office,10E200370,Salaries and allowances,,,,600964.0,0.0,O,Exempt,10A100020,Cash and deposits,,,,458531.0,0.0,O,Exempt,,,,,,
2727,31.0,,,,1.0,,,,,,,,,,,,,,,,,,20,Mizuho Main Branch,sub-account,,,,,,,,,,
2727,31.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,050,Kyushu Sales Office,department,,,
2727,31.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2727,32.0,,,,,,,,,,March Salary Others 5000 Kyushu Office,,,,,,,,,,10B100690,Deposits received,,,,67268.0,0.0,O,Exempt,,,,,,
2727,32.0,,,,1.0,,,,,,,,,,,,,,,,,,1,Insurance Premium,sub-account,,,,,,,,,,
2727,32.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2727,33.0,,,,,,,,,,March Salary Others 5000 Kyushu Office,,,,,,,,,,10B100690,Deposits received,,,,31700.0,0.0,O,Exempt,,,,,,
2727,33.0,,,,1.0,,,,,,,,,,,,,,,,,,2,Resident Tax,sub-account,,,,,,,,,,
2727,33.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2727,34.0,,,,,,,,,,March Salary Others 5000 Kyushu Office,,,,,,,,,,10B100690,Deposits received,,,,8520.0,0.0,O,Exempt,,,,,,
2727,34.0,,,,1.0,,,,,,,,,,,,,,,,,,3,Withholding Tax,sub-account,,,,,,,,,,
2727,34.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2727,35.0,,,,,,,,,,March Salary Others 5000 Kyushu Office,,,,,,,,,,10B100690,Deposits received,,,,18540.0,0.0,O,Exempt,,,,,,
2727,35.0,,,,1.0,,,,,,,,,,,,,,,,,,4,Savings & Insurance,sub-account,,,,,,,,,,
2727,35.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2727,36.0,,,,,,,,,,March Salary Others 5000 Kyushu Office,,,,,,,,,,10B100690,Deposits received,,,,16405.0,0.0,O,Exempt,,,,,,
2727,36.0,,,,1.0,,,,,,,,,,,,,,,,,,9,Others,sub-account,,,,,,,,,,
2727,36.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2728,,,,,,140,2022-03-23,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
2728,1.0,,,,,,,,,,Travel Expenses,10E201230,Travel and transportation expenses,,,,12300.0,1118.0,S10,Standard 10%,10A100020,Cash and deposits,,,,12300.0,0.0,O,Exempt,,,,,,
2728,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,040,Osaka Branch,department,,,
2728,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2729,,,,,,26,2022-03-24,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
2729,1.0,,,,,,,,,,Travel Expenses,10E201230,Travel and transportation expenses,,,,31000.0,2818.0,S10,Standard 10%,10A100020,Cash and deposits,,,,31000.0,0.0,O,Exempt,,,,,,
2729,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,Sapporo Sales Office,department,,,
2729,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2730,,,,,,29,2022-03-24,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
2730,1.0,,,,,,,,,,Mobile Phone Bill,10E200180,Communication expenses,,,,79684.0,7244.0,S10,Standard 10%,10A100020,Cash and deposits,,,,79684.0,0.0,O,Exempt,,,,,,
2730,1.0,,,,1.0,,,,,,,,,,,,,,,,,,10,Hokkaido Station Front,sub-account,,,,,,,,,,
2730,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,Sapporo Sales Office,department,,,
2730,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2731,,,,,,60,2022-03-24,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
2731,1.0,,,,,,,,,,Tea Cost,10E200140,Welfare expenses,,,,20500.0,1863.0,S10,Standard 10%,10B100630,Accounts payable - other,,,,20500.0,0.0,O,Exempt,,,,,,
2731,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,050,Kyushu Sales Office,department,,,
2731,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2732,,,,,,81,2022-03-24,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
2732,1.0,,,,,,,,,,Tea Cost,10E200140,Welfare expenses,,,,45800.0,4163.0,S10,Standard 10%,10B100630,Accounts payable - other,,,,45800.0,0.0,O,Exempt,,,,,,
2732,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,030,Nagoya Branch,department,,,
2732,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2733,,,,,,108,2022-03-24,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
2733,1.0,,,,,,,,,,Meal Cost,10E200150,Entertainment expenses,,,,1360.0,123.0,S10,Standard 10%,10A100020,Cash and deposits,,,,1360.0,0.0,O,Exempt,,,,,,
2733,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,040,Osaka Branch,department,,,
2733,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2734,,,,,,146,2022-03-24,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
2734,1.0,,,,,,,,,,Subcontracting Cost,10E200020,Sales commission,,,,168000.0,15272.0,S10,Standard 10%,10B100630,Accounts payable - other,,,,168000.0,0.0,O,Exempt,,,,,,
2734,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,050,Kyushu Sales Office,department,,,
2734,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2735,,,,,,154,2022-03-24,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
2735,1.0,,,,,,,,,,Flower wedding,10E200150,Entertainment expenses,,,,12000.0,1090.0,S10,Standard 10%,10B100630,Accounts payable - other,,,,22000.0,0.0,O,Exempt,,,,,,
2735,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,050,Kyushu Sales Office,department,,,
2735,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2735,2.0,,,,,,,,,,Wedding fee,10E200150,Entertainment expenses,,,,10000.0,909.0,S10,Standard 10%,,,,,,,,,,,,,,,
2735,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,050,Kyushu Sales Office,department,,,
2736,,,,,,172,2022-03-24,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
2736,1.0,,,,,,,,,,Subcontracting Fee Payment,10E200020,Sales commission,,,,189000.0,17181.0,S10,Standard 10%,10B100630,Accounts payable - other,,,,189000.0,0.0,O,Exempt,,,,,,
2736,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,Sapporo Sales Office,department,,,
2736,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2737,,,,,,78,2022-03-25,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
2737,1.0,,,,,,,,,,Subcontracting Fee Payment,10E200020,Sales commission,,,,189000.0,17181.0,S10,Standard 10%,10B100630,Accounts payable - other,,,,189000.0,0.0,O,Exempt,,,,,,
2737,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,030,Nagoya Branch,department,,,
2737,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2738,,,,,,106,2022-03-25,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
2738,1.0,,,,,,,,,,March 25th Slip No. 474 Imai Department Store,10A100060,Notes receivable - trade,,,,13932999.0,0.0,O,Exempt,10A100090,Accounts receivable - trade,,,,13932999.0,0.0,O,Exempt,,,,,,
2738,1.0,,,,1.0,,,,,,,,,,,,,,,,,,2,Imai Department Store,sub-account,,,,,,,,,,
2738,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department,,,
2738,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2739,,,,,,107,2022-03-25,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
2739,1.0,,,,,,,,,,"March 25th Slip No. 475 Comprehensive Management Co., Ltd.",10A100020,Cash and deposits,,,,1389432.0,0.0,O,Exempt,10A100090,Accounts receivable - trade,,,,1389432.0,0.0,O,Exempt,,,,,,
2739,1.0,,1.0,,,,,,,,,,,30,Mitsui Nagoya,sub-account,,,,,,,,,,,,,,,,,,,
2739,1.0,,,,1.0,,,,,,,,,,,,,,,,,,7,"Comprehensive Management Co., Ltd.",sub-account,,,,,,,,,,
2739,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department,,,
2739,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2739,2.0,,,,,,,,,,"March 25th Slip No. 475 Comprehensive Management Co., Ltd.",10E200690,Commission expenses,,,,735.0,66.0,S10,Standard 10%,10A100090,Accounts receivable - trade,,,,735.0,0.0,O,Exempt,,,,,,
2739,2.0,,,,1.0,,,,,,,,,,,,,,,,,,7,"Comprehensive Management Co., Ltd.",sub-account,,,,,,,,,,
2739,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,030,Nagoya Branch,department,,,
2739,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2740,,,,,,108,2022-03-25,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
2740,1.0,,,,,,,,,,"March 25th Slip No. 476 Kamata Shoten Co., Ltd.",10A100020,Cash and deposits,,,,560221.0,0.0,O,Exempt,10A100090,Accounts receivable - trade,,,,560221.0,0.0,O,Exempt,,,,,,
2740,1.0,,1.0,,,,,,,,,,,40,Mitsubishi Tokyo Umeda,sub-account,,,,,,,,,,,,,,,,,,,
2740,1.0,,,,1.0,,,,,,,,,,,,,,,,,,23,"Kamata Shoten Co., Ltd.",sub-account,,,,,,,,,,
2740,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department,,,
2740,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2740,2.0,,,,,,,,,,"March 25th Slip No. 476 Kamata Shoten Co., Ltd.",10E200690,Commission expenses,,,,630.0,57.0,S10,Standard 10%,10A100090,Accounts receivable - trade,,,,630.0,0.0,O,Exempt,,,,,,
2740,2.0,,,,1.0,,,,,,,,,,,,,,,,,,23,"Kamata Shoten Co., Ltd.",sub-account,,,,,,,,,,
2740,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,040,Osaka Branch,department,,,
2740,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2741,,,,,,109,2022-03-25,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
2741,1.0,,,,,,,,,,"March 25th Slip No. 477 Kobayashi Market Co., Ltd.",10A100020,Cash and deposits,,,,3927511.0,0.0,O,Exempt,10A100090,Accounts receivable - trade,,,,3927511.0,0.0,O,Exempt,,,,,,
2741,1.0,,1.0,,,,,,,,,,,10,Hokkaido Station Front,sub-account,,,,,,,,,,,,,,,,,,,
2741,1.0,,,,1.0,,,,,,,,,,,,,,,,,,25,"Kobayashi Market Co., Ltd.",sub-account,,,,,,,,,,
2741,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department,,,
2741,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2741,2.0,,,,,,,,,,"March 25th Slip No. 477 Kobayashi Market Co., Ltd.",10E200690,Commission expenses,,,,840.0,76.0,S10,Standard 10%,10A100090,Accounts receivable - trade,,,,840.0,0.0,O,Exempt,,,,,,
2741,2.0,,,,1.0,,,,,,,,,,,,,,,,,,25,"Kobayashi Market Co., Ltd.",sub-account,,,,,,,,,,
2741,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,Sapporo Sales Office,department,,,
2741,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2742,,,,,,111,2022-03-25,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
2742,1.0,,,,,,,,,,Taxi Fare,10E201230,Travel and transportation expenses,,,,16890.0,1535.0,S10,Standard 10%,10B100630,Accounts payable - other,,,,16890.0,0.0,O,Exempt,,,,,,
2742,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,040,Osaka Branch,department,,,
2742,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2743,,,,,,120,2022-03-25,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
2743,1.0,,,,,,,,,,Subcontracting Cost,10E200020,Sales commission,,,,945000.0,85909.0,S10,Standard 10%,10B100630,Accounts payable - other,,,,945000.0,0.0,O,Exempt,,,,,,
2743,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,040,Osaka Branch,department,,,
2743,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2744,,,,,,121,2022-03-25,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
2744,1.0,,,,,,,,,,Tea Cost,10E200140,Welfare expenses,,,,16500.0,1500.0,S10,Standard 10%,10A100020,Cash and deposits,,,,16500.0,0.0,O,Exempt,,,,,,
2744,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,040,Osaka Branch,department,,,
2744,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2745,,,,,,131,2022-03-25,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
2745,1.0,,,,,,,,,,Membership Fee,10E201140,Membership fee,,,,24000.0,0.0,O,Exempt,10A100020,Cash and deposits,,,,24000.0,0.0,O,Exempt,,,,,,
2745,1.0,,,,1.0,,,,,,,,,,,,,,,,,,40,Mitsubishi Tokyo Umeda,sub-account,,,,,,,,,,
2745,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,040,Osaka Branch,department,,,
2745,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2746,,,,,,138,2022-03-25,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
2746,1.0,,,,,,,,,,Highway Toll,10E201120,Vehicle expenses,,,,4351.0,395.0,S10,Standard 10%,10A100020,Cash and deposits,,,,24769.0,0.0,O,Exempt,,,,,,
2746,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,040,Osaka Branch,department,,,
2746,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2746,2.0,,,,,,,,,,Gasoline Cost,10E201120,Vehicle expenses,,,,3408.0,309.0,S10,Standard 10%,,,,,,,,,,,,,,,
2746,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,040,Osaka Branch,department,,,
2746,3.0,,,,,,,,,,Highway Toll,10E201120,Vehicle expenses,,,,5686.0,516.0,S10,Standard 10%,,,,,,,,,,,,,,,
2746,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,040,Osaka Branch,department,,,
2746,4.0,,,,,,,,,,Highway Toll,10E201120,Vehicle expenses,,,,4287.0,389.0,S10,Standard 10%,,,,,,,,,,,,,,,
2746,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,040,Osaka Branch,department,,,
2746,5.0,,,,,,,,,,Highway Toll,10E201120,Vehicle expenses,,,,2569.0,233.0,S10,Standard 10%,,,,,,,,,,,,,,,
2746,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,040,Osaka Branch,department,,,
2746,6.0,,,,,,,,,,Highway Toll,10E201120,Vehicle expenses,,,,1096.0,99.0,S10,Standard 10%,,,,,,,,,,,,,,,
2746,6.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,040,Osaka Branch,department,,,
2746,7.0,,,,,,,,,,Parking Fee,10E201120,Vehicle expenses,,,,3372.0,306.0,S10,Standard 10%,,,,,,,,,,,,,,,
2746,7.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,040,Osaka Branch,department,,,
2747,,,,,,173,2022-03-25,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
2747,1.0,,,,,,,,,,Revenue Stamp Cost,10E200210,Taxes and dues,,,,24000.0,0.0,O,Exempt,10A100020,Cash and deposits,,,,24000.0,0.0,O,Exempt,,,,,,
2747,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,050,Kyushu Sales Office,department,,,
2747,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2748,,,,,,35,2022-03-26,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
2748,1.0,,,,,,,,,,Newspaper Cost,10E201160,Book expenses,,,,3925.0,356.0,S10,Standard 10%,10A100020,Cash and deposits,,,,3925.0,0.0,O,Exempt,,,,,,
2748,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,Sapporo Sales Office,department,,,
2748,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2749,,,,,,37,2022-03-26,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
2749,1.0,,,,,,,,,,Subcontracting Cost,10E200020,Sales commission,,,,1532000.0,139272.0,S10,Standard 10%,10B100630,Accounts payable - other,,,,1532000.0,0.0,O,Exempt,,,,,,
2749,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,020,Tokyo Branch,department,,,
2749,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2750,,,,,,38,2022-03-26,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
2750,1.0,,,,,,,,,,Accommodation Expense,10E200140,Welfare expenses,,,,48164.0,4378.0,S10,Standard 10%,10B100630,Accounts payable - other,,,,48164.0,0.0,O,Exempt,,,,,,
2750,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,020,Tokyo Branch,department,,,
2750,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2751,,,,,,62,2022-03-26,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
2751,1.0,,,,,,,,,,Mobile Phone Cost,10E200180,Communication expenses,,,,99545.0,9049.0,S10,Standard 10%,10A100020,Cash and deposits,,,,99545.0,0.0,O,Exempt,,,,,,
2751,1.0,,,,1.0,,,,,,,,,,,,,,,,,,20,Mizuho Main Branch,sub-account,,,,,,,,,,
2751,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,020,Tokyo Branch,department,,,
2751,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2752,,,,,,75,2022-03-26,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
2752,1.0,,,,,,,,,,Coffee fee 2 people,10E200150,Entertainment expenses,,,,1260.0,114.0,S10,Standard 10%,10A100020,Cash and deposits,,,,1260.0,0.0,O,Exempt,,,,,,
2752,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,020,Tokyo Branch,department,,,
2752,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2753,,,,,,76,2022-03-26,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
2753,1.0,,,,,,,,,,Gasoline Cost,10E201120,Vehicle expenses,,,,4961.0,451.0,S10,Standard 10%,10A100020,Cash and deposits,,,,5533.0,0.0,O,Exempt,,,,,,
2753,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,050,Kyushu Sales Office,department,,,
2753,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2753,2.0,,,,,,,,,,Parking Fee,10E201120,Vehicle expenses,,,,572.0,52.0,S10,Standard 10%,,,,,,,,,,,,,,,
2753,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,050,Kyushu Sales Office,department,,,
2754,,,,,,88,2022-03-26,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
2754,1.0,,,,,,,,,,Newspaper Cost,10E201160,Book expenses,,,,3568.0,324.0,S10,Standard 10%,10A100020,Cash and deposits,,,,3568.0,0.0,O,Exempt,,,,,,
2754,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,030,Nagoya Branch,department,,,
2754,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2755,,,,,,105,2022-03-26,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
2755,1.0,,,,,,,,,,Food and Beverage Cost Izakaya Lucky 4 People,10E200150,Entertainment expenses,,,,11862.0,1078.0,S10,Standard 10%,10A100020,Cash and deposits,,,,36948.0,0.0,O,Exempt,,,,,,
2755,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,040,Osaka Branch,department,,,
2755,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2755,2.0,,,,,,,,,,Food and drink fee Snack Kitashinchi,10E200150,Entertainment expenses,,,,25086.0,2280.0,S10,Standard 10%,,,,,,,,,,,,,,,
2755,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,040,Osaka Branch,department,,,
2756,,,,,,113,2022-03-26,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
2756,1.0,,,,,,,,,,Mobile Phone Cost,10E200180,Communication expenses,,,,110473.0,10043.0,S10,Standard 10%,10A100020,Cash and deposits,,,,110473.0,0.0,O,Exempt,,,,,,
2756,1.0,,,,1.0,,,,,,,,,,,,,,,,,,40,Mitsubishi Tokyo Umeda,sub-account,,,,,,,,,,
2756,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,040,Osaka Branch,department,,,
2756,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2757,,,,,,139,2022-03-26,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
2757,1.0,,,,,,,,,,Employee Night Meal Cost,10E200140,Welfare expenses,,,,65048.0,5913.0,S10,Standard 10%,10B100630,Accounts payable - other,,,,65048.0,0.0,O,Exempt,,,,,,
2757,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,040,Osaka Branch,department,,,
2757,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2758,,,,,,171,2022-03-26,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
2758,1.0,,,,,,,,,,Mobile Phone Cost,10E200180,Communication expenses,,,,57089.0,5189.0,S10,Standard 10%,10A100020,Cash and deposits,,,,57089.0,0.0,O,Exempt,,,,,,
2758,1.0,,,,1.0,,,,,,,,,,,,,,,,,,50,Fukuoka Kitakyushu,sub-account,,,,,,,,,,
2758,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,050,Kyushu Sales Office,department,,,
2758,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2759,,,,,,14,2022-03-27,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
2759,1.0,,,,,,,,,,Gasoline Cost,10E201120,Vehicle expenses,,,,3000.0,272.0,S10,Standard 10%,10A100020,Cash and deposits,,,,3000.0,0.0,O,Exempt,,,,,,
2759,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,Sapporo Sales Office,department,,,
2759,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2760,,,,,,30,2022-03-27,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
2760,1.0,,,,,,,,,,Insurance Premium Payment,10E200240,Insurance expenses,,,,54320.0,0.0,X,Non-Purchase,10A100020,Cash and deposits,,,,54320.0,0.0,O,Exempt,,,,,,
2760,1.0,,,,1.0,,,,,,,,,,,,,,,,,,10,Hokkaido Station Front,sub-account,,,,,,,,,,
2760,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,Sapporo Sales Office,department,,,
2760,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2761,,,,,,32,2022-03-27,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
2761,1.0,,,,,,,,,,Office Supplies Expense,10E201110,Office supplies expenses,,,,3098.0,281.0,S10,Standard 10%,10B100630,Accounts payable - other,,,,3098.0,0.0,O,Exempt,,,,,,
2761,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,Sapporo Sales Office,department,,,
2761,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2762,,,,,,60,2022-03-27,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
2762,1.0,,,,,,,,,,Travel Expenses,10E201230,Travel and transportation expenses,,,,11200.0,1018.0,S10,Standard 10%,10A100020,Cash and deposits,,,,11200.0,0.0,O,Exempt,,,,,,
2762,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,020,Tokyo Branch,department,,,
